Customer ID,Date,Time,Item,Quantity,Price,Payment Method,Customer Satisfaction,Weather,Temperature (°C),Total Amount
7718750036,2025-10-08,14:40,Salad,1,50.0,Mobile Payment,3,Sunny,30,50
7067383028,2025-10-23,14:00,Sandwich,1,45.0,Mobile Payment,3,Rainy,26,45
6841241182,2025-10-11,14:20,Burger,1,55.0,Cash,4,Cloudy,26,55
7038750997,2025-10-22,14:55,Maggi,1,35.0,Cash,4,Rainy,27,35
8618537474,2025-10-14,11:40,Salad,1,50.0,Cash,4,Cloudy,31,50
9984902770,2025-10-10,12:10,Tea,2,10.0,Cash,4,Sunny,37,20
9915579249,2025-10-18,13:20,Dosa,1,45.0,Cash,4,Cloudy,30,45
8005281273,2025-10-22,14:40,Sandwich,1,45.0,Card,3,Cloudy,24,45
6753443009,2025-10-17,12:05,Coffee,2,25.0,Card,4,Sunny,31,50
6472779010,2025-10-01,13:20,Salad,1,50.0,Cash,3,Sunny,36,50
9354549480,2025-10-18,13:50,Samosa,2,20.0,Card,4,Cloudy,30,40
9618398262,2025-10-21,11:25,Drink,3,15.0,Cash,4,Cloudy,32,45
8869594636,2025-10-31,13:25,Samosa,3,20.0,Cash,3,Cloudy,24,60
6401051238,2025-10-28,14:05,Samosa,2,20.0,Cash,5,Sunny,30,40
8024916300,2025-10-17,14:35,Tea,1,10.0,Cash,3,Cloudy,31,10
8654722698,2025-10-14,13:10,Tea,2,10.0,Card,3,Cloudy,31,20
7617964053,2025-10-25,11:10,Sandwich,3,45.0,Mobile Payment,4,Cloudy,27,135
8554384046,2025-10-17,14:35,Sandwich,1,45.0,Card,4,Sunny,31,45
9384066658,2025-10-27,12:00,Sandwich,1,45.0,Cash,3,Sunny,38,45
8969653287,2025-10-22,14:10,Burger,2,55.0,Card,5,Sunny,35,110
7513534655,2025-10-17,14:50,Drink,1,15.0,Cash,4,Rainy,26,15
6851569154,2025-10-21,13:40,Burger,1,55.0,Cash,5,Rainy,24,55
8892975001,2025-10-09,11:40,Idli,2,30.0,Mobile Payment,4,Cloudy,30,60
9975736609,2025-10-05,14:20,Tea,3,10.0,Cash,5,Cloudy,24,30
8198253092,2025-10-11,14:40,Idli,2,30.0,Card,2,Rainy,21,60
8869594636,2025-10-02,14:05,Tea,1,10.0,Cash,1,Sunny,38,10
8086211823,2025-10-16,14:05,Idli,1,30.0,Cash,3,Sunny,33,30
6537147321,2025-10-22,12:05,Dosa,1,45.0,Cash,3,Sunny,34,45
7928861957,2025-10-05,13:55,Tea,2,10.0,Card,4,Cloudy,29,20
8685574443,2025-10-22,14:10,Burger,1,55.0,Cash,4,Sunny,30,55
7639264957,2025-10-21,14:05,Sandwich,2,45.0,Cash,4,Rainy,28,90
9908272318,2025-10-02,11:55,Coffee,1,25.0,Cash,2,Sunny,35,25
6634615717,2025-10-10,12:50,Coffee,2,25.0,Card,4,Cloudy,25,50
7677345401,2025-10-09,13:50,Samosa,1,20.0,Cash,5,Cloudy,30,20
7928861957,2025-10-02,14:35,Tea,2,10.0,Card,2,Sunny,32,20
6351823374,2025-10-29,11:15,Samosa,1,20.0,Cash,2,Rainy,23,20
8270312073,2025-10-26,14:50,Samosa,1,20.0,Mobile Payment,3,Sunny,35,20
6384983022,2025-10-05,12:35,Salad,3,50.0,Card,3,Sunny,38,150
8856467997,2025-10-25,13:30,Samosa,1,20.0,Card,5,Rainy,28,20
8192832764,2025-10-30,14:30,Dosa,3,45.0,Cash,3,Sunny,37,135
9674783667,2025-10-10,12:40,Idli,2,30.0,Cash,5,Rainy,25,60
8328986143,2025-10-02,14:55,Sandwich,3,45.0,Card,4,Rainy,28,135
8756924593,2025-10-08,11:55,Coffee,1,25.0,Cash,4,Cloudy,24,25
9459615865,2025-10-24,12:05,Tea,1,10.0,Mobile Payment,3,Cloudy,29,10
6251341252,2025-10-29,12:45,Salad,1,50.0,Cash,3,Sunny,30,50
8290422842,2025-10-15,11:00,Tea,3,10.0,Cash,5,Sunny,38,30
8947170999,2025-10-19,13:35,Dosa,1,45.0,Mobile Payment,3,Sunny,35,45
9868011280,2025-10-08,14:50,Maggi,1,35.0,Mobile Payment,4,Sunny,30,35
9008860084,2025-10-27,13:55,Burger,1,55.0,Card,5,Cloudy,28,55
7344196931,2025-10-01,13:25,Maggi,2,35.0,Mobile Payment,3,Cloudy,24,70
7316373516,2025-10-10,11:35,Idli,1,30.0,Cash,4,Cloudy,24,30
8858333945,2025-10-05,12:35,Drink,1,15.0,Card,4,Rainy,26,15
6277997995,2025-10-09,11:45,Dosa,2,45.0,Card,4,Sunny,34,90
8134352408,2025-10-08,11:25,Idli,1,30.0,Card,5,Sunny,35,30
6139837354,2025-10-15,12:10,Burger,3,55.0,Cash,2,Sunny,34,165
8993097289,2025-10-11,13:45,Idli,2,30.0,Cash,2,Rainy,24,60
6080996930,2025-10-24,12:10,Sandwich,3,45.0,Card,3,Sunny,32,135
8331586923,2025-10-01,13:05,Salad,2,50.0,Cash,3,Cloudy,31,100
6834738299,2025-10-02,11:25,Dosa,2,45.0,Cash,4,Sunny,36,90
9631931491,2025-10-28,12:10,Burger,1,55.0,Card,5,Cloudy,31,55
9848018451,2025-10-04,14:55,Drink,2,15.0,Card,2,Sunny,34,30
8009751971,2025-10-14,13:40,Idli,2,30.0,Cash,3,Cloudy,27,60
7165585239,2025-10-31,13:40,Coffee,1,25.0,Mobile Payment,3,Sunny,34,25
9468723430,2025-10-31,12:40,Samosa,1,20.0,Mobile Payment,4,Rainy,27,20
7494466574,2025-10-02,11:00,Maggi,1,35.0,Cash,4,Sunny,35,35
6599706296,2025-10-03,13:00,Dosa,1,45.0,Card,4,Cloudy,27,45
9016016629,2025-10-17,13:50,Dosa,1,45.0,Card,4,Sunny,36,45
6570184094,2025-10-27,14:40,Tea,2,10.0,Card,5,Cloudy,30,20
9622023413,2025-10-30,14:10,Idli,2,30.0,Cash,4,Rainy,24,60
9661889241,2025-10-04,13:35,Samosa,2,20.0,Cash,3,Cloudy,28,40
9717535560,2025-10-25,14:15,Drink,2,15.0,Cash,3,Cloudy,27,30
6770388608,2025-10-21,11:20,Samosa,1,20.0,Card,3,Sunny,30,20
9956878339,2025-10-24,13:50,Salad,1,50.0,Cash,4,Sunny,32,50
7545991022,2025-10-27,11:45,Idli,1,30.0,Card,4,Sunny,32,30
9800025787,2025-10-30,12:25,Burger,1,55.0,Cash,4,Sunny,30,55
7802620672,2025-10-13,13:30,Salad,1,50.0,Cash,2,Sunny,36,50
6323651994,2025-10-18,13:05,Tea,2,10.0,Cash,4,Sunny,30,20
8268181845,2025-10-10,11:20,Sandwich,3,45.0,Card,5,Sunny,31,135
6802380617,2025-10-23,13:40,Idli,2,30.0,Cash,3,Sunny,30,60
8856467997,2025-10-05,13:25,Tea,2,10.0,Mobile Payment,1,Sunny,34,20
9287431527,2025-10-11,12:45,Drink,1,15.0,Cash,2,Rainy,21,15
7003354216,2025-10-31,12:10,Drink,2,15.0,Cash,4,Sunny,36,30
9287334270,2025-10-07,12:15,Tea,2,10.0,Cash,4,Cloudy,29,20
6607337543,2025-10-13,14:20,Idli,1,30.0,Card,5,Sunny,38,30
7788165803,2025-10-07,13:10,Dosa,2,45.0,Mobile Payment,4,Cloudy,31,90
6472779010,2025-10-31,12:00,Dosa,3,45.0,Mobile Payment,5,Rainy,24,135
7090421776,2025-10-12,14:30,Coffee,1,25.0,Card,5,Sunny,33,25
7503056413,2025-10-25,11:40,Salad,1,50.0,Cash,5,Cloudy,30,50
7076810409,2025-10-23,12:35,Samosa,2,20.0,Card,3,Cloudy,24,40
8879206980,2025-10-29,12:35,Coffee,3,25.0,Card,4,Rainy,27,75
9833901981,2025-10-09,13:40,Drink,1,15.0,Card,3,Rainy,23,15
8299787729,2025-10-19,12:25,Tea,2,10.0,Cash,5,Sunny,36,20
6401051238,2025-10-03,11:00,Maggi,1,35.0,Card,4,Rainy,24,35
8858333945,2025-10-23,13:15,Idli,1,30.0,Card,3,Sunny,37,30
6277997995,2025-10-12,14:55,Tea,2,10.0,Mobile Payment,4,Sunny,30,20
8103697117,2025-10-01,11:10,Idli,2,30.0,Cash,4,Sunny,33,60
9594647436,2025-10-22,13:30,Dosa,1,45.0,Cash,4,Sunny,32,45
9696393827,2025-10-25,11:20,Burger,2,55.0,Card,5,Cloudy,25,110
8452711116,2025-10-26,11:55,Coffee,2,25.0,Cash,3,Rainy,20,50
7772217043,2025-10-29,14:35,Drink,1,15.0,Cash,5,Sunny,38,15
8937597383,2025-10-01,11:55,Burger,2,55.0,Cash,1,Cloudy,24,110
8979270335,2025-10-12,11:25,Sandwich,1,45.0,Mobile Payment,4,Rainy,24,45
9105566139,2025-10-21,14:40,Sandwich,1,45.0,Card,3,Rainy,20,45
6770388608,2025-10-14,14:05,Idli,1,30.0,Card,2,Cloudy,25,30
7816158148,2025-10-22,14:15,Salad,1,50.0,Cash,3,Sunny,33,50
6604805892,2025-10-17,14:40,Coffee,1,25.0,Cash,5,Sunny,33,25
9517016608,2025-10-28,14:55,Dosa,1,45.0,Card,5,Cloudy,28,45
6826886153,2025-10-16,13:35,Coffee,1,25.0,Cash,4,Sunny,31,25
9291279908,2025-10-30,13:45,Dosa,3,45.0,Card,5,Rainy,20,135
6453017426,2025-10-11,13:05,Burger,1,55.0,Mobile Payment,3,Rainy,21,55
9127484677,2025-10-29,14:25,Samosa,3,20.0,Cash,5,Sunny,36,60
9029667066,2025-10-28,11:45,Tea,1,10.0,Mobile Payment,3,Sunny,34,10
7053021465,2025-10-03,11:50,Burger,1,55.0,Card,3,Rainy,21,55
9465193982,2025-10-25,11:15,Samosa,1,20.0,Mobile Payment,5,Cloudy,32,20
7894484631,2025-10-01,13:15,Drink,2,15.0,Cash,3,Sunny,32,30
6157399305,2025-10-26,13:05,Dosa,2,45.0,Card,4,Sunny,38,90
9218114374,2025-10-29,14:10,Salad,2,50.0,Mobile Payment,5,Sunny,34,100
8969653287,2025-10-08,13:40,Tea,1,10.0,Card,4,Sunny,35,10
6149216433,2025-10-19,12:50,Samosa,1,20.0,Cash,4,Cloudy,24,20
6323651994,2025-10-14,13:35,Samosa,1,20.0,Card,4,Sunny,30,20
8452711116,2025-10-02,14:00,Samosa,2,20.0,Card,4,Sunny,31,40
7580010618,2025-10-10,12:30,Salad,1,50.0,Card,4,Cloudy,31,50
9921244717,2025-10-02,11:55,Burger,1,55.0,Card,5,Sunny,31,55
7617964053,2025-10-04,14:30,Drink,2,15.0,Cash,3,Sunny,31,30
9164840858,2025-10-15,11:55,Idli,1,30.0,Card,3,Cloudy,30,30
8134352408,2025-10-27,11:40,Sandwich,2,45.0,Card,5,Sunny,36,90
6799313656,2025-10-24,11:25,Tea,4,10.0,Card,3,Sunny,38,40
6581995604,2025-10-04,13:45,Salad,1,50.0,Mobile Payment,4,Cloudy,28,50
8331586923,2025-10-25,13:20,Salad,2,50.0,Card,4,Rainy,23,100
8419866524,2025-10-20,11:20,Burger,2,55.0,Card,3,Cloudy,24,110
8493534874,2025-10-19,12:55,Tea,2,10.0,Cash,3,Sunny,37,20
9968845783,2025-10-02,12:55,Tea,2,10.0,Mobile Payment,3,Cloudy,24,20
8854973348,2025-10-04,11:20,Drink,1,15.0,Cash,5,Sunny,30,15
8925556258,2025-10-23,11:30,Coffee,1,25.0,Cash,4,Cloudy,25,25
9138782931,2025-10-28,11:55,Coffee,1,25.0,Cash,4,Sunny,32,25
6967899405,2025-10-29,13:15,Salad,2,50.0,Cash,3,Cloudy,30,100
9851612275,2025-10-22,13:45,Sandwich,1,45.0,Card,4,Sunny,34,45
9605583034,2025-10-08,14:35,Maggi,1,35.0,Cash,5,Rainy,21,35
9837693898,2025-10-13,13:50,Sandwich,1,45.0,Card,4,Cloudy,24,45
8892975001,2025-10-06,12:25,Coffee,1,25.0,Card,5,Cloudy,31,25
6746120047,2025-10-03,14:25,Dosa,1,45.0,Card,4,Sunny,37,45
6916998543,2025-10-03,12:55,Samosa,1,20.0,Mobile Payment,4,Sunny,32,20
9838851606,2025-10-04,11:55,Samosa,1,20.0,Cash,3,Sunny,33,20
7983684577,2025-10-15,13:45,Salad,1,50.0,Cash,4,Cloudy,30,50
9696393827,2025-10-22,13:20,Tea,2,10.0,Cash,4,Cloudy,26,20
7756798250,2025-10-23,11:30,Tea,2,10.0,Card,3,Sunny,31,20
9335658804,2025-10-18,11:45,Maggi,1,35.0,Card,4,Sunny,38,35
7984546156,2025-10-29,13:25,Maggi,2,35.0,Card,4,Sunny,36,70
7644089268,2025-10-05,11:25,Tea,1,10.0,Cash,5,Sunny,35,10
7324876329,2025-10-21,11:15,Idli,2,30.0,Mobile Payment,4,Sunny,32,60
7578452182,2025-10-26,14:40,Tea,1,10.0,Mobile Payment,4,Cloudy,32,10
6403696566,2025-10-27,13:25,Drink,1,15.0,Cash,5,Sunny,35,15
8940781618,2025-10-11,11:30,Samosa,1,20.0,Card,3,Sunny,38,20
9189490580,2025-10-05,14:25,Sandwich,2,45.0,Card,3,Rainy,22,90
7124998569,2025-10-06,13:10,Sandwich,1,45.0,Mobile Payment,3,Cloudy,24,45
8982620450,2025-10-16,14:35,Idli,2,30.0,Card,4,Cloudy,31,60
9004908240,2025-10-20,14:50,Coffee,1,25.0,Card,3,Sunny,33,25
7392407581,2025-10-13,14:00,Idli,1,30.0,Cash,2,Sunny,38,30
8386632270,2025-10-25,12:40,Dosa,3,45.0,Cash,3,Rainy,20,135
9850142940,2025-10-18,11:50,Maggi,1,35.0,Cash,3,Sunny,36,35
6490471281,2025-10-09,14:20,Burger,1,55.0,Card,5,Sunny,33,55
7910371705,2025-10-01,11:20,Sandwich,1,45.0,Cash,3,Rainy,21,45
7324876329,2025-10-12,14:10,Coffee,3,25.0,Cash,5,Sunny,34,75
7086780856,2025-10-05,13:05,Dosa,3,45.0,Cash,3,Sunny,30,135
7910371705,2025-10-24,14:10,Maggi,2,35.0,Cash,3,Sunny,33,70
9072832684,2025-10-03,12:10,Tea,1,10.0,Card,3,Sunny,33,10
9165726284,2025-10-06,12:55,Maggi,2,35.0,Card,3,Cloudy,24,70
6737416724,2025-10-31,11:30,Samosa,2,20.0,Cash,4,Sunny,32,40
6802380617,2025-10-14,12:25,Burger,2,55.0,Cash,5,Cloudy,29,110
6724619196,2025-10-22,13:10,Burger,1,55.0,Mobile Payment,3,Cloudy,29,55
8896383465,2025-10-28,11:00,Samosa,1,20.0,Cash,2,Sunny,35,20
8786103579,2025-10-06,14:35,Coffee,1,25.0,Card,4,Cloudy,26,25
8947170999,2025-10-02,11:00,Drink,1,15.0,Mobile Payment,5,Cloudy,25,15
7543107427,2025-10-19,12:50,Drink,3,15.0,Card,2,Sunny,34,45
8959310341,2025-10-02,11:35,Idli,2,30.0,Card,4,Rainy,28,60
6507236887,2025-10-01,13:35,Salad,1,50.0,Card,3,Sunny,36,50
6681472145,2025-10-31,12:10,Drink,1,15.0,Cash,3,Sunny,37,15
7248086131,2025-10-30,12:10,Salad,1,50.0,Card,3,Sunny,31,50
9662702895,2025-10-26,11:50,Tea,1,10.0,Cash,3,Rainy,24,10
6799313656,2025-10-16,13:00,Maggi,2,35.0,Card,5,Sunny,33,70
9004908240,2025-10-10,11:50,Maggi,1,35.0,Cash,4,Rainy,21,35
7945625577,2025-10-23,11:30,Maggi,2,35.0,Mobile Payment,4,Sunny,32,70
7029922809,2025-10-28,11:55,Burger,1,55.0,Mobile Payment,3,Rainy,22,55
7583132370,2025-10-07,13:45,Dosa,2,45.0,Mobile Payment,1,Rainy,27,90
7543107427,2025-10-02,11:55,Burger,2,55.0,Card,4,Cloudy,26,110
